"entry_id","title","category","status","md_path","has_svg","has_final_image","priority","notes"
"G-30","Tool Use","term_llm","ready","content/entries/term_llm/G-30_tool_use[済].md","False","False","ready_missing_svg","missing_svg"
"G-31","Hook","term_llm","ready","content/entries/term_llm/G-31_hook[済].md","False","False","ready_missing_svg","missing_svg"
"G-32","Slash Command","term_llm","ready","content/entries/term_llm/G-32_slash_command[済].md","False","False","ready_missing_svg","missing_svg"
"G-33","Function Calling","term_llm","ready","content/entries/term_llm/G-33_function_calling[済].md","False","False","ready_missing_svg","missing_svg"
"G-34","Code Interpreter","term_llm","ready","content/entries/term_llm/G-34_code_interpreter[済].md","False","False","ready_missing_svg","missing_svg"
"G-35","Deep Research","term_llm","ready","content/entries/term_llm/G-35_deep_research[済].md","False","False","ready_missing_svg","missing_svg"
"G-36","Artifact","term_llm","ready","content/entries/term_llm/G-36_artifact[済].md","False","False","ready_missing_svg","missing_svg"
"G-38","Plan Mode","term_llm","ready","content/entries/term_llm/G-38_plan_mode[済].md","False","False","ready_missing_svg","missing_svg"
"G-39","Permission","term_llm","ready","content/entries/term_llm/G-39_permission[済].md","False","False","ready_missing_svg","missing_svg"
"G-40","バイブコーディング","term_llm","ready","content/entries/term_llm/G-40_vibe_coding[済].md","False","False","ready_missing_svg","missing_svg"
"G-41","Subagent","term_llm","ready","content/entries/term_llm/G-41_subagent[済].md","False","False","ready_missing_svg","missing_svg"
"G-42","Worktree","term_llm","ready","content/entries/term_llm/G-42_worktree[済].md","False","False","ready_missing_svg","missing_svg"
"G-43","オーケストレーション","term_llm","ready","content/entries/term_llm/G-43_orchestration[済].md","False","False","ready_missing_svg","missing_svg"
"G-44","マルチエージェント協調","term_llm","ready","content/entries/term_llm/G-44_multi_agent_coordination[済].md","False","False","ready_missing_svg","missing_svg"
"G-45","段階的開示","term_llm","needs_review","","False","False","later","missing_svg"
"G-46","ナーフ（モデルの劣化体感）","term_llm","ready","content/entries/term_llm/G-46_narf[済].md","False","False","ready_missing_svg","missing_svg"
"G-47","Auto-compact","term_llm","ready","content/entries/term_llm/G-47_auto_compact[済].md","False","False","ready_missing_svg","missing_svg"
"H-1","TDD","workflow","ready","content/entries/workflow/H-1_tdd[済].md","False","False","ready_missing_svg","missing_svg"
"H-2","ペアプログラミング","workflow","drafting","","False","False","later","missing_svg"
"H-3","バイブコーディングの流儀","workflow","drafting","","False","False","later","missing_svg"
"H-4","コードレビュー","workflow","drafting","","False","False","later","missing_svg"
"H-5","Scrum / Agile","workflow","ready","content/entries/workflow/H-5_scrum_agile[済].md","False","False","ready_missing_svg","missing_svg"
"H-6","Git Flow","workflow","ready","content/entries/workflow/H-6_git_flow[済].md","False","False","ready_missing_svg","missing_svg"
"H-7","CI/CD","workflow","ready","content/entries/workflow/H-7_ci_cd[済].md","False","False","ready_missing_svg","missing_svg"
"H-8","DevOps","workflow","ready","content/entries/workflow/H-8_devops[済].md","False","False","ready_missing_svg","missing_svg"
"H-50","Bard → Gemini","history","skeleton","","False","False","later","missing_svg"
"H-51","Preview から正式版への流れ","history","skeleton","","False","False","later","missing_svg"
"H-52","Copilot から Claude Code までの流れ","history","skeleton","","False","False","later","missing_svg"
"H-53","ChatGPT 登場","history","ready","content/entries/history/H-53_chatgpt_launch[済].md","True","False","ready_svg_to_image","needs_final_image"
"H-54","GPT-4 リリース","history","ready","content/entries/history/H-54_gpt4_release[済].md","False","False","ready_missing_svg","missing_svg"
"H-55","LLaMA のオープン化","history","ready","content/entries/history/H-55_llama_opensource[済].md","False","False","ready_missing_svg","missing_svg"
"H-56","Claude のバージョン史","history","ready","content/entries/history/H-56_claude_version_history[済].md","False","False","ready_missing_svg","missing_svg"
"H-57","Gemini の命名史","history","needs_review","","False","False","later","missing_svg"
"H-58","Transformer 論文","history","ready","content/entries/history/H-58_transformer_paper[済].md","False","False","ready_missing_svg","missing_svg"
"H-59","AI エージェント元年","history","needs_review","","False","False","later","missing_svg"
"H-60","Codex → GitHub Copilot の系譜","history","drafting","","False","False","later","missing_svg"
"H-61","Preview 版という文化","history","needs_review","","False","False","later","missing_svg"
"H-62","Anthropic 創業の流れ","history","drafting","","False","False","later","missing_svg"
"H-63","Vibe Coding 命名","history","drafting","","False","False","later","missing_svg"
"I-1","MCP","mcp","ready","content/entries/mcp/I-1_mcp[済].md","True","False","ready_svg_to_image","needs_final_image"
"I-2","MCP Server","mcp","ready","content/entries/mcp/I-2_mcp_server[済].md","False","False","ready_missing_svg","missing_svg"
"I-3","MCP Client","mcp","ready","content/entries/mcp/I-3_mcp_client[済].md","False","False","ready_missing_svg","missing_svg"
"I-4","MCP Transport","mcp","ready","content/entries/mcp/I-4_mcp_transport[済].md","False","False","ready_missing_svg","missing_svg"
"I-5","MCP SDK","mcp","ready","content/entries/mcp/I-5_mcp_sdk[済].md","False","False","ready_missing_svg","missing_svg"
"I-10","Filesystem MCP","mcp","ready","content/entries/mcp/I-10_filesystem_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-11","GitHub MCP","mcp","ready","content/entries/mcp/I-11_github_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-12","Git MCP","mcp","ready","content/entries/mcp/I-12_git_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-13","Slack MCP","mcp","ready","content/entries/mcp/I-13_slack_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-20","Playwright MCP","mcp","ready","content/entries/mcp/I-20_playwright_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-21","Puppeteer MCP","mcp","ready","content/entries/mcp/I-21_puppeteer_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-22","Chrome DevTools MCP","mcp","ready","content/entries/mcp/I-22_chrome_devtools_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-23","Serena MCP","mcp","ready","content/entries/mcp/I-23_serena_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-24","Context7 MCP","mcp","ready","content/entries/mcp/I-24_context7_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-30","Notion MCP","mcp","ready","content/entries/mcp/I-30_notion_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-41","SQLite MCP","mcp","ready","content/entries/mcp/I-41_sqlite_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-50","AWS MCP","mcp","ready","content/entries/mcp/I-50_aws_mcp[済].md","False","False","ready_missing_svg","missing_svg"
"I-80","自作 MCP のテンプレ","mcp","needs_review","","False","False","later","missing_svg"
"I-81","MCP の登録・設定","mcp","drafting","","False","False","later","missing_svg"
"J-1","AGI","term_general","ready","content/entries/term_general/J-1_agi[済].md","False","False","ready_missing_svg","missing_svg"
"J-2","強い AI／弱い AI","term_general","ready","content/entries/term_general/J-2_strong_weak_ai[済].md","False","False","ready_missing_svg","missing_svg"
"J-3","Singularity","term_general","ready","content/entries/term_general/J-3_singularity[済].md","False","False","ready_missing_svg","missing_svg"
"J-4","ASI","term_general","ready","content/entries/term_general/J-4_asi[済].md","False","False","ready_missing_svg","missing_svg"
"J-10","Machine Learning","term_general","ready","content/entries/term_general/J-10_machine_learning[済].md","False","False","ready_missing_svg","missing_svg"
"J-11","Deep Learning","term_general","ready","content/entries/term_general/J-11_deep_learning[済].md","False","False","ready_missing_svg","missing_svg"
"J-12","Neural Network","term_general","ready","content/entries/term_general/J-12_neural_network[済].md","False","False","ready_missing_svg","missing_svg"
"J-13","Transformer","term_general","ready","content/entries/term_general/J-13_transformer[済].md","False","False","ready_missing_svg","missing_svg"
"J-14","LLM","term_general","ready","content/entries/term_general/J-14_llm[済].md","True","True","pilot","complete"
"J-15","VLM","term_general","ready","content/entries/term_general/J-15_vlm[済].md","False","False","ready_missing_svg","missing_svg"
"J-16","Fine-tuning","term_general","ready","content/entries/term_general/J-16_fine_tuning[済].md","False","False","ready_missing_svg","missing_svg"
"J-17","Attention","term_general","ready","content/entries/term_general/J-17_attention[済].md","False","False","ready_missing_svg","missing_svg"
"J-18","MoE","term_general","ready","content/entries/term_general/J-18_moe[済].md","False","False","ready_missing_svg","missing_svg"
"J-19","量子化","term_general","ready","content/entries/term_general/J-19_quantization[済].md","False","False","ready_missing_svg","missing_svg"
"J-20","Big Data","term_general","ready","content/entries/term_general/J-20_big_data[済].md","False","False","ready_missing_svg","missing_svg"
"J-21","LoRA","term_general","ready","content/entries/term_general/J-21_lora[済].md","False","False","ready_missing_svg","missing_svg"
"J-22","パラメータ数の単位","term_general","drafting","","False","False","later","missing_svg"
"J-23","拡散モデル","term_general","ready","content/entries/term_general/J-23_diffusion_model[済].md","False","False","ready_missing_svg","missing_svg"
"J-31","第 5 世代コンピュータ","term_general","ready","content/entries/term_general/J-31_fifth_generation_computer[済].md","False","False","ready_missing_svg","missing_svg"
"J-32","ノイマン型","term_general","skeleton","","False","False","later","missing_svg"
"J-33","量子コンピュータ","term_general","ready","content/entries/term_general/J-33_quantum-computer[済].md","False","False","ready_missing_svg","missing_svg"
"J-40","IoT","term_general","ready","content/entries/term_general/J-40_iot[済].md","False","False","ready_missing_svg","missing_svg"
"J-41","DX","term_general","ready","content/entries/term_general/J-41_dx[済].md","False","False","ready_missing_svg","missing_svg"
"J-42","Web3","term_general","ready","content/entries/term_general/J-42_web3[済].md","False","False","ready_missing_svg","missing_svg"
"J-43","SaaS","term_general","needs_review","content/entries/term_general/J-43_saas[人書].md","False","False","later","missing_svg"
"J-50","AI 倫理","term_general","skeleton","","False","False","later","missing_svg"
"J-51","Hallucination","term_general","ready","content/entries/term_general/J-51_hallucination[済].md","False","False","ready_missing_svg","missing_svg"
"J-52","Sycophancy","term_general","ready","content/entries/term_general/J-52_sycophancy[済].md","False","False","ready_missing_svg","missing_svg"
"J-53","著作権法 30 条の 4（日本）","term_general","ready","content/entries/term_general/J-53_copyright_law_30_4[済].md","False","False","ready_missing_svg","missing_svg"
"J-54","ISO/IEC 42001","term_general","ready","content/entries/term_general/J-54_iso_iec_42001[済].md","False","False","ready_missing_svg","missing_svg"
"J-55","個人情報保護法","term_general","drafting","","False","False","later","missing_svg"
"J-56","GDPR","term_general","ready","content/entries/term_general/J-56_gdpr[済].md","False","False","ready_missing_svg","missing_svg"
"J-62","チューリングテスト","term_general","drafting","","False","False","later","missing_svg"
"J-70","VRAM","term_general","ready","content/entries/term_general/J-70_vram[済].md","False","False","ready_missing_svg","missing_svg"
"J-71","RAM","term_general","ready","content/entries/term_general/J-71_ram[済].md","False","False","ready_missing_svg","missing_svg"
"J-72","H100","term_general","ready","content/entries/term_general/J-72_h100[済].md","False","False","ready_missing_svg","missing_svg"
"J-73","Blackwell","term_general","ready","content/entries/term_general/J-73_blackwell[済].md","False","False","ready_missing_svg","missing_svg"
"J-74","RTX シリーズ","term_general","ready","content/entries/term_general/J-74_rtx-series[済].md","False","False","ready_missing_svg","missing_svg"
"J-75","Tensor コア","term_general","ready","content/entries/term_general/J-75_tensor-core[済].md","False","False","ready_missing_svg","missing_svg"
"J-76","CPU","term_general","ready","content/entries/term_general/J-76_cpu[済].md","False","False","ready_missing_svg","missing_svg"
"J-77","GPU (概念)","term_general","ready","content/entries/term_general/J-77_gpu[済].md","False","False","ready_missing_svg","missing_svg"
"J-78","HDD","term_general","ready","content/entries/term_general/J-78_hdd[済].md","False","False","ready_missing_svg","missing_svg"
"J-79","SSD","term_general","ready","content/entries/term_general/J-79_ssd[済].md","False","False","ready_missing_svg","missing_svg"
"J-80","SATA","term_general","ready","content/entries/term_general/J-80_sata[済].md","False","False","ready_missing_svg","missing_svg"
"J-81","M.2","term_general","ready","content/entries/term_general/J-81_m_2[済].md","False","False","ready_missing_svg","missing_svg"
"J-90","GUI","term_general","ready","content/entries/term_general/J-90_gui[済].md","False","False","ready_missing_svg","missing_svg"
"J-91","CLI","term_general","ready","content/entries/term_general/J-91_cli[済].md","False","False","ready_missing_svg","missing_svg"
"J-92","Linux","term_general","ready","content/entries/term_general/J-92_linux[済].md","False","False","ready_missing_svg","missing_svg"
"J-93","Ubuntu","term_general","ready","content/entries/term_general/J-93_ubuntu[済].md","False","False","ready_missing_svg","missing_svg"
"J-100","識字（リテラシー）","term_general","ready","content/entries/term_general/J-100_literacy[済].md","False","False","ready_missing_svg","missing_svg"
